country,league,season,date,time,home_team,away_team,home_goals,away_goals,result,status,ps_home_odds,ps_draw_odds,ps_away_odds,max_home_odds,max_draw_odds,max_away_odds,avg_home_odds,avg_draw_odds,avg_away_odds,league_code,league_name_pl,result_1x2,is_played,is_future,source_file
Germany,Bundesliga,2025,2025-08-23,,SC Freiburg,FC Augsburg,1.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-23,,Bayer Leverkusen,1899 Hoffenheim,1.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-23,,FC St. Pauli,Borussia Dortmund,3.0,3.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-24,,FSV Mainz 05,1. FC Köln,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-24,,Borussia Mönchengladbach,Hamburger SV,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-29,,Hamburger SV,FC St. Pauli,0.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-30,,RB Leipzig,1. FC Heidenheim,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-30,,1899 Hoffenheim,Eintracht Frankfurt,1.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-30,,Werder Bremen,Bayer Leverkusen,3.0,3.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-30,,VfB Stuttgart,Borussia Mönchengladbach,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-30,,FC Augsburg,Bayern München,2.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-31,,VfL Wolfsburg,FSV Mainz 05,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-31,,Borussia Dortmund,Union Berlin,3.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-08-31,,1. FC Köln,SC Freiburg,4.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-12,,Bayer Leverkusen,Eintracht Frankfurt,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-13,,1. FC Heidenheim,Borussia Dortmund,0.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-13,,Union Berlin,1899 Hoffenheim,2.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-13,,SC Freiburg,VfB Stuttgart,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-13,,FSV Mainz 05,RB Leipzig,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-13,,VfL Wolfsburg,1. FC Köln,3.0,3.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-13,,Bayern München,Hamburger SV,5.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-14,,FC St. Pauli,FC Augsburg,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-14,,Borussia Mönchengladbach,Werder Bremen,0.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-19,,VfB Stuttgart,FC St. Pauli,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-20,,FC Augsburg,FSV Mainz 05,1.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-20,,1899 Hoffenheim,Bayern München,1.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-20,,Werder Bremen,SC Freiburg,0.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-20,,Hamburger SV,1. FC Heidenheim,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-20,,RB Leipzig,1. FC Köln,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-21,,Eintracht Frankfurt,Union Berlin,3.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-21,,Bayer Leverkusen,Borussia Mönchengladbach,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-21,,Borussia Dortmund,VfL Wolfsburg,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-26,,Bayern München,Werder Bremen,4.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-27,,FSV Mainz 05,Borussia Dortmund,0.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-27,,VfL Wolfsburg,RB Leipzig,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-27,,FC St. Pauli,Bayer Leverkusen,1.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-27,,1. FC Heidenheim,FC Augsburg,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-27,,Borussia Mönchengladbach,Eintracht Frankfurt,4.0,6.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-28,,SC Freiburg,1899 Hoffenheim,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-28,,1. FC Köln,VfB Stuttgart,1.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-09-28,,Union Berlin,Hamburger SV,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-03,,1899 Hoffenheim,1. FC Köln,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-04,,Borussia Dortmund,RB Leipzig,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-04,,Werder Bremen,FC St. Pauli,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-04,,FC Augsburg,VfL Wolfsburg,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-04,,Bayer Leverkusen,Union Berlin,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-04,,Eintracht Frankfurt,Bayern München,0.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-05,,VfB Stuttgart,1. FC Heidenheim,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-05,,Hamburger SV,FSV Mainz 05,4.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-05,,Borussia Mönchengladbach,SC Freiburg,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-17,,Union Berlin,Borussia Mönchengladbach,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-18,,FSV Mainz 05,Bayer Leverkusen,3.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-18,,VfL Wolfsburg,VfB Stuttgart,0.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-18,,RB Leipzig,Hamburger SV,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-18,,1. FC Köln,FC Augsburg,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-18,,1. FC Heidenheim,Werder Bremen,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-18,,Bayern München,Borussia Dortmund,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-19,,SC Freiburg,Eintracht Frankfurt,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-19,,FC St. Pauli,1899 Hoffenheim,0.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-24,,Werder Bremen,Union Berlin,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-25,,Borussia Mönchengladbach,Bayern München,0.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-25,,1899 Hoffenheim,1. FC Heidenheim,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-25,,Eintracht Frankfurt,FC St. Pauli,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-25,,FC Augsburg,RB Leipzig,0.0,6.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-25,,Hamburger SV,VfL Wolfsburg,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-25,,Borussia Dortmund,1. FC Köln,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-26,,Bayer Leverkusen,SC Freiburg,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-26,,VfB Stuttgart,FSV Mainz 05,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-10-31,,FC Augsburg,Borussia Dortmund,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-01,,FSV Mainz 05,Werder Bremen,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-01,,Union Berlin,SC Freiburg,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-01,,RB Leipzig,VfB Stuttgart,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-01,,1. FC Heidenheim,Eintracht Frankfurt,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-01,,FC St. Pauli,Borussia Mönchengladbach,0.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-01,,Bayern München,Bayer Leverkusen,3.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-02,,1. FC Köln,Hamburger SV,4.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-02,,VfL Wolfsburg,1899 Hoffenheim,2.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-07,,Werder Bremen,VfL Wolfsburg,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-08,,Hamburger SV,Borussia Dortmund,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-08,,Union Berlin,Bayern München,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-08,,Bayer Leverkusen,1. FC Heidenheim,6.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-08,,1899 Hoffenheim,RB Leipzig,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-08,,Borussia Mönchengladbach,1. FC Köln,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-09,,SC Freiburg,FC St. Pauli,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-09,,VfB Stuttgart,FC Augsburg,3.0,2.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-09,,Eintracht Frankfurt,FSV Mainz 05,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-21,,FSV Mainz 05,1899 Hoffenheim,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-22,,Borussia Dortmund,VfB Stuttgart,3.0,3.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-22,,1. FC Heidenheim,Borussia Mönchengladbach,0.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-22,,VfL Wolfsburg,Bayer Leverkusen,1.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-22,,FC Augsburg,Hamburger SV,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-22,,Bayern München,SC Freiburg,6.0,2.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-22,,1. FC Köln,Eintracht Frankfurt,3.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-23,,RB Leipzig,Werder Bremen,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-23,,FC St. Pauli,Union Berlin,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-28,,Borussia Mönchengladbach,RB Leipzig,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-29,,Werder Bremen,1. FC Köln,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-29,,Bayern München,FC St. Pauli,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-29,,1899 Hoffenheim,FC Augsburg,3.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-29,,Union Berlin,1. FC Heidenheim,1.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-29,,Bayer Leverkusen,Borussia Dortmund,1.0,2.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-30,,Hamburger SV,VfB Stuttgart,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-30,,Eintracht Frankfurt,VfL Wolfsburg,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-11-30,,SC Freiburg,FSV Mainz 05,4.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-05,,FSV Mainz 05,Borussia Mönchengladbach,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-06,,1. FC Köln,FC St. Pauli,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-06,,1. FC Heidenheim,SC Freiburg,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-06,,VfB Stuttgart,Bayern München,0.0,5.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-06,,FC Augsburg,Bayer Leverkusen,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-06,,VfL Wolfsburg,Union Berlin,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-06,,RB Leipzig,Eintracht Frankfurt,6.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-07,,Hamburger SV,Werder Bremen,3.0,2.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-07,,Borussia Dortmund,1899 Hoffenheim,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-12,,Union Berlin,RB Leipzig,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-13,,FC St. Pauli,1. FC Heidenheim,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-13,,Eintracht Frankfurt,FC Augsburg,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-13,,Borussia Mönchengladbach,VfL Wolfsburg,1.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-13,,1899 Hoffenheim,Hamburger SV,4.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-13,,Bayer Leverkusen,1. FC Köln,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-14,,SC Freiburg,Borussia Dortmund,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-14,,Bayern München,FSV Mainz 05,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-14,,Werder Bremen,VfB Stuttgart,0.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-19,,Borussia Dortmund,Borussia Mönchengladbach,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-20,,1. FC Köln,Union Berlin,0.0,1.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-20,,VfB Stuttgart,1899 Hoffenheim,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-20,,Hamburger SV,Eintracht Frankfurt,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-20,,VfL Wolfsburg,SC Freiburg,3.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-20,,FC Augsburg,Werder Bremen,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-20,,RB Leipzig,Bayer Leverkusen,1.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-21,,FSV Mainz 05,FC St. Pauli,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2025-12-21,,1. FC Heidenheim,Bayern München,0.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-09,,Eintracht Frankfurt,Borussia Dortmund,3.0,3.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-10,,Union Berlin,FSV Mainz 05,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-10,,SC Freiburg,Hamburger SV,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-10,,1. FC Heidenheim,1. FC Köln,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-10,,Bayer Leverkusen,VfB Stuttgart,1.0,4.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-11,,Borussia Mönchengladbach,FC Augsburg,4.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-11,,Bayern München,VfL Wolfsburg,8.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-13,,VfB Stuttgart,Eintracht Frankfurt,3.0,2.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-13,,FSV Mainz 05,1. FC Heidenheim,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-13,,Borussia Dortmund,Werder Bremen,3.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-14,,VfL Wolfsburg,FC St. Pauli,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-14,,RB Leipzig,SC Freiburg,2.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-14,,1. FC Köln,Bayern München,1.0,3.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-14,,1899 Hoffenheim,Borussia Mönchengladbach,5.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-15,,FC Augsburg,Union Berlin,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-16,,Werder Bremen,Eintracht Frankfurt,3.0,3.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-17,,1899 Hoffenheim,Bayer Leverkusen,1.0,0.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-17,,VfL Wolfsburg,1. FC Heidenheim,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-17,,Hamburger SV,Borussia Mönchengladbach,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-17,,1. FC Köln,FSV Mainz 05,2.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-17,,Borussia Dortmund,FC St. Pauli,3.0,2.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-17,,RB Leipzig,Bayern München,1.0,5.0,A,FT,,,,,,,,,,GER,Niemcy,2,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-18,,VfB Stuttgart,Union Berlin,1.0,1.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-18,,FC Augsburg,SC Freiburg,2.0,2.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-23,,FC St. Pauli,Hamburger SV,0.0,0.0,D,FT,,,,,,,,,,GER,Niemcy,X,True,False,GER_api_current.csv
Germany,Bundesliga,2025,2026-01-24,,FSV Mainz 05,VfL Wolfsburg,3.0,1.0,H,FT,,,,,,,,,,GER,Niemcy,1,True,False,GER_api_current.csv
